x,y
-7.842171460133910976e-01,3.923098684474280451e-01
-9.371416286265314977e-01,4.159484578881978423e-01
2.728208225275607912e-01,5.029825765140377714e-01
-3.712880378473466525e-01,3.785500219716828041e-01
1.714138232940554118e-02,4.323075448537647136e-01
8.151329478521860405e-01,7.456231436842245541e-01
-5.014155417022501116e-01,3.750004293767809638e-01
-1.792341539287405361e-01,3.970480131441023741e-01
5.111022770860973452e-01,5.940702460132910590e-01
-5.424036690167550745e-01,3.753853009598748791e-01
-8.460401803424140166e-01,4.006593870881594577e-01
-4.204970941724639477e-01,3.763544382932190735e-01
-6.775574254919911610e-01,3.817557084315737481e-01
8.593953046851461330e-01,7.709904845142904195e-01
6.162407591288339148e-01,6.419985926443961821e-01
2.668075130208469314e-01,5.009986632911179738e-01
7.429211803754354193e-01,7.060399415626856801e-01
6.073441537982289251e-01,6.377595160609534908e-01
-6.268598822279283223e-01,3.784485920826179961e-01
7.851179969799555458e-01,7.288989141775228386e-01
7.868448383130144386e-02,4.467590853915214266e-01
6.148803103281250682e-01,6.413481656480007898e-01
7.921825998469864683e-01,7.328005438601394861e-01
-3.639930500562722493e-01,3.789638336642134342e-01
-7.798961509446464824e-01,3.917875404243489901e-01
-5.441296749161166346e-01,3.754173060446148180e-01
-1.457844227474873744e-01,4.018861446789280811e-01
6.360295318449862290e-01,6.515492351194155374e-01
7.214611665126868800e-01,6.947072959925431057e-01
-9.860957389376185933e-01,4.256333715885663449e-01
2.149460515513146319e-02,4.332764192584085405e-01
-1.651779937024420164e-01,3.990226662645261491e-01
-5.557843790585395016e-01,3.756668350600601003e-01
-7.602692653326343919e-01,3.895157336735977638e-01
-3.247696571927440878e-01,3.815797870800746727e-01
8.858194078250383185e-01,7.865347352366872657e-01
-3.535941359584895416e-01,3.795931450769445825e-01
3.758124348673219650e-02,4.369271985747303355e-01
4.060379177903556958e-01,5.509081518158321922e-01
-2.727407952414120373e-01,3.860671598887512879e-01
9.435641654419213431e-01,8.215451785174352484e-01
9.248945898842224622e-01,8.100695554888557304e-01
-4.964354083492716896e-01,3.750027227814935471e-01
-5.502988215229098756e-03,4.273987059994431292e-01
-3.982433803664606753e-01,3.772188020655524721e-01
-4.303190112450647753e-01,3.760404514701140566e-01
-9.262261052909344095e-01,4.139290056067454482e-01
2.191286679597936882e-01,4.858170088032059408e-01
5.358046457722975831e-03,4.297257332399070928e-01
-8.970424975000212964e-01,4.087805881759403182e-01
-4.427070715267771295e-01,3.757033884970795712e-01
8.165317719333073931e-01,7.464119799663974097e-01
-5.208762186660551574e-01,3.750933892512414158e-01
-7.102102558175538149e-01,3.844689324966175104e-01
-2.109447944487397031e-02,4.241465352038949477e-01
9.713009082212014089e-01,8.388699348283998880e-01
-5.158894569769991723e-01,3.750541017520765963e-01
3.442710948117571057e-01,5.277415031859949979e-01
5.232392306574351615e-01,5.993611121049472468e-01
-5.247249120152006618e-01,3.751309974158913429e-01
4.564326972237191526e-01,5.710207509254225933e-01
-2.644337345614935497e-01,3.868910283027096608e-01
2.646116611871589530e-01,5.002780698050114383e-01
2.670594215217894085e-01,5.010814620311448975e-01
7.154936814951695645e-02,4.450004314783098103e-01
-8.194204598911833948e-01,3.968634493279490361e-01
6.706049911784759399e-01,6.686391525797057422e-01
-3.584398700565283313e-01,3.792941293692027593e-01
-6.269629792002915369e-01,3.784541995901600786e-01
-9.184497168904721676e-01,4.125214640497963936e-01
1.817858863764836297e-01,4.746068560418931215e-01
3.551287236845648287e-01,5.316953858722270887e-01
-9.668243421442876961e-01,4.216982070896672652e-01
2.418611659856195750e-02,4.338795181788603350e-01
-5.470084496041240918e-01,3.754735273573250876e-01
2.903455808188997178e-01,5.088527436685638117e-01
-6.512671419900171177e-01,3.799032317669631675e-01
3.818754762049318963e-01,5.416509333282162331e-01
-2.265293073989251837e-01,3.910256185096525061e-01
8.734599774734690403e-01,7.792269235117332826e-01
-7.249581117080134973e-01,3.858441754335504292e-01
-3.178672978994829812e-01,3.821083545373791246e-01
-7.730529575188218594e-01,3.909766966306661984e-01
8.493872365571255578e-01,7.651812673249878127e-01
7.546787067619620260e-01,7.123325694004006836e-01
-4.841167445696887839e-01,3.750540595292281565e-01
3.199680920683580787e-01,5.190745011450479396e-01
6.344444004024316630e-01,6.507780209152356221e-01
1.104016231989246588e-01,4.548407446294033818e-01
5.930115671201297012e-02,4.420323822641562539e-01
-5.162954181990966340e-01,3.750569015687750807e-01
-8.137944643882015772e-01,3.961000641172882641e-01
7.944315159066535070e-01,7.340470605797995152e-01
8.008361143266609083e-01,7.376088420721041983e-01
2.662029145465358848e-01,5.008000513413443100e-01
-3.219404179025986412e-01,3.817939745950074681e-01
-3.015808507746782219e-01,3.834364625955644645e-01
4.519113577404787474e-01,5.691718356418548064e-01
7.942205199051541875e-01,7.339300187450503721e-01
7.741728485302346030e-01,7.228963816996398783e-01
5.597510917152477283e-01,6.156583663696413300e-01
2.840632923085755213e-01,5.067332670740920531e-01
-8.317200700099023347e-01,3.985796153244374196e-01
-6.767425718107724641e-01,3.816938435764899440e-01
7.971083770541584901e-01,7.355336018194442715e-01
2.128581193191798615e-01,4.838928639169882140e-01
-9.816058967667407043e-01,4.247023371001064640e-01
-7.970569142679357899e-01,3.939091736387974052e-01
3.270035382161116111e-01,5.215574683332787620e-01
-9.898768323075626263e-01,4.264241380353626099e-01
-6.783838971650026917e-01,3.818187460216659890e-01
9.746757873317224430e-02,4.514930373508457273e-01
3.837903953853865069e-01,5.423754563518838889e-01
3.039225190052010639e-01,5.134910178350716725e-01
-5.514613810788804305e-01,3.755674872305455603e-01
4.243584426950717248e-01,5.580939708389267562e-01
-5.255018250063998586e-01,3.751393592311408343e-01
-3.492006036814645498e-01,3.798729552707217905e-01
4.929828102360482855e-01,5.862888988766316034e-01
2.992657980944293250e-01,5.118912462864696478e-01
6.984468209883558654e-01,6.827731677293779056e-01
3.152257846006867315e-01,5.174128028309583627e-01
1.366172066709432364e-01,4.618460288206102660e-01
-8.126504643438150488e-01,3.959464956116579004e-01
-2.645683938811329572e-01,3.868774373913663744e-01
-4.695952646365491034e-01,3.751980959855403808e-01
-5.120207132418328477e-01,3.750309637600376944e-01
9.460211095048911556e-01,8.230665105286623096e-01
-2.138045506664791873e-01,3.925516789755463254e-01
7.840931103542265745e-01,7.283346677269698644e-01
2.622772519945257841e-01,4.995142733374984823e-01
5.896226070832968347e-01,6.294165912572144972e-01
5.274186210384224083e-03,4.297075721251213398e-01
1.538077692527182183e-01,4.665995569575461799e-01
-1.496461236227220049e-02,4.254127129844745281e-01
-6.095140244039110033e-01,3.775699974731015485e-01
4.449042305230106464e-01,5.663237153272036029e-01
-4.384552751182884123e-01,3.758116613915926663e-01
-9.513680671370923214e-01,4.186570997209446143e-01
2.909445918143356291e-01,5.090557172829314192e-01
-6.457786411859021136e-01,3.795538740484303286e-01
8.809171687058285904e-01,7.836283343199690332e-01
9.078571540051747490e-01,7.997275213036180164e-01
8.297287804408970402e-01,7.538954206141791348e-01
-2.596825994891112099e-01,3.873755256403523806e-01
-9.690867669422651431e-01,4.221519417686458442e-01
8.566371251754507643e-01,7.693852048723525128e-01
-1.436317033653713438e-01,4.022139348956286220e-01
9.333096380873391329e-01,8.152235397072984391e-01
9.272399541785056876e-01,8.115029757435993085e-01
7.060189109347201342e-01,6.866746314711789090e-01
-4.111022158608286237e-01,3.766934605767546240e-01
-2.298045427961494802e-01,3.906440539486281671e-01
7.022733430337138039e-01,6.847416838648847648e-01
-3.661559896874446718e-01,3.788387612349744527e-01
-6.610145066278150239e-01,3.805555010024140317e-01
1.136025249167003093e-01,4.556802982680322467e-01
8.723095483215619339e-01,7.785500349459706371e-01
3.920595933499460006e-01,5.455222110187867290e-01
1.401223401787299316e-01,4.628049879419772750e-01
-8.056470124584629300e-01,3.950185920481679713e-01
2.300144533983394801e-01,4.891973790365307662e-01
9.801077002085265555e-01,8.444397437606945278e-01
-7.198319695269519425e-01,3.853555917484497995e-01
3.665930472747347402e-02,4.367149734322661736e-01
7.547461438559108782e-01,7.123688326117025849e-01
4.815372355084088785e-01,5.814461452906048988e-01
3.940314819905359478e-01,5.462769194550416429e-01
4.049681679742185292e-01,5.504930110814172384e-01
-2.810176975604896654e-01,3.852756961675091740e-01
-4.128163114710132753e-01,3.766287847597541982e-01
6.187223109570272328e-01,6.431870590785068176e-01
6.202267893583615077e-01,6.439088699134591920e-01
7.341446371602073917e-01,7.013813540209928865e-01
8.264811051129425934e-01,7.520468833332115688e-01
2.268479772187559362e-02,4.335427280934768257e-01
3.032589374399208282e-03,4.292232398512956237e-01
5.965903579335503082e-01,6.326808028098926950e-01
2.999278615555303062e-01,5.121181250770294735e-01
4.039337545154066955e-01,5.500920498326400399e-01
5.915853388722021045e-01,6.303339754373016302e-01
7.800106836351325956e-01,7.260915750471599317e-01
-3.240096862969283897e-01,3.816369836822797734e-01
-2.488340947201119757e-01,3.885180668517998481e-01
-8.120361203182620002e-01,3.958642586535585095e-01
1.565602819923479494e-01,4.673724436906868118e-01
-9.281154524065158284e-01,4.142748944119791221e-01
-6.880396373507968732e-02,4.148421475051239926e-01
8.528926941515324600e-02,4.484064704769694099e-01
-4.269174957434311857e-01,3.761445112346596398e-01
1.816665211380215084e-01,4.745719812943742233e-01
-9.389995001219011428e-01,4.162972630944170027e-01
-9.253036225015711658e-01,4.137606795670626947e-01
6.452011213193165062e-01,6.560326303437901130e-01
-2.796187171774742186e-01,3.854074092468219304e-01
-7.458789746962304346e-01,3.879549578995006853e-01
4.448652010960874037e-02,4.385283365530867616e-01
5.399871061972216779e-01,6.067656816549582555e-01
-5.683579450063136473e-01,3.760013161383184976e-01
2.457809516380005110e-01,4.941834059627318032e-01
-8.293050700124640073e-01,3.982375348148387006e-01
-8.966365576627846057e-01,4.087115483302679042e-01
6.270926313629598958e-02,4.428517960327271741e-01
8.127024322021303426e-02,4.474018062114183403e-01
2.748598029964131051e-01,5.036587959213515431e-01
4.521826674453230943e-01,5.692825354678481276e-01
9.517041589250692102e-01,8.265953496515020538e-01
3.260069660239062195e-02,4.357850361474324696e-01
-3.540870541175080710e-01,3.795622688091658259e-01
5.903723895374073383e-01,6.297668459711819322e-01
-4.583354974758515610e-01,3.753719851651253214e-01
-1.220571585887277877e-01,4.056087410087199641e-01
-8.430872373154680854e-01,4.002233255161629644e-01
-9.492985131690849787e-01,4.182576758434179975e-01
9.252968293558501145e-01,8.103152253796799265e-01
6.719602410244116530e-01,6.693194585447137523e-01
3.919484121873959559e-01,5.454797078579179948e-01
-1.820941111714602378e-01,3.966566044611137820e-01
-6.534113598583084492e-01,3.800432240000519157e-01
-6.871259146578279076e-01,3.825034517006847823e-01
-4.995142036708093425e-01,3.750000505710158194e-01
9.845332941224094192e-02,4.517456544609849134e-01
4.291918454001246719e-01,5.600137469053048100e-01
3.203947534354625315e-01,5.192244753138072211e-01
-4.401322061081143211e-01,3.757680327311745949e-01
9.097305613263881874e-01,8.008586261866315059e-01
4.757938333915370244e-01,5.790372011324895762e-01
1.087081050228013712e-01,4.543983336686678309e-01
2.234414924687044834e-01,4.871501985054314532e-01
-1.607998751444201790e-01,3.996550124361516465e-01
-5.045380209976850772e-01,3.750044129216947852e-01
-2.880546426974768259e-01,3.846258931033059159e-01
5.156922209287382319e-01,5.960637187832470429e-01
-9.712130227404882632e-01,4.225803670286203406e-01
-7.678547189861675282e-01,3.903741751035341156e-01
-9.079947159564945025e-01,4.106699331960901866e-01
-9.185423953620597270e-01,4.125380864390166269e-01
7.109211680220144380e-01,6.892135875351000918e-01
4.073157187600473517e-01,5.514046743233703696e-01
-5.165234182534961249e-02,4.180747762694342895e-01
-8.043316786979970434e-01,3.948466651412445017e-01
-1.676824976633528586e-02,4.250384838072623905e-01
-5.305645843886863666e-02,4.178053991449729443e-01
-6.535962601799696348e-01,3.800553881017014191e-01
-1.322967015240539279e-01,4.039726533664480534e-01
-2.029905312052531219e-01,3.939031338329438414e-01
2.317001961044329317e-01,4.897253950669855915e-01
2.701873017352875994e-01,5.021118170902034716e-01
-9.093919804559109643e-01,4.109146700703457111e-01
-2.507747707470575627e-01,3.883099746206104541e-01
2.517198314284727623e-01,4.960891510634682366e-01
6.272517160175405948e-03,4.299239703496500198e-01
7.129796823766445524e-01,6.902827949696884735e-01
3.173872632378900160e-01,5.181689867364703828e-01
-6.741311458371406218e-01,3.814974977036905135e-01
-8.588625051991403136e-01,4.025962066366721159e-01
2.848385564126312275e-01,5.069939056353992557e-01
-9.469773789167563738e-01,4.178118808421343866e-01
1.715511625469265944e-01,4.716387779824562365e-01
8.804604828499151825e-01,7.833581024379044910e-01
1.509483557517579122e-01,4.658000918262680812e-01
-2.236601475869561817e-01,3.913636530067849395e-01
2.865764368847063537e-01,5.075791052276230619e-01
-8.349421901696674198e-02,4.121736569126328575e-01
9.123357863186987160e-02,4.499051023932530424e-01
8.829296175530503277e-01,7.848202129511627767e-01
-2.277947243984514980e-01,3.908776525854246731e-01
9.223811276478284249e-01,8.085360154904375207e-01
8.107012839121274794e-01,7.431295404961928419e-01
-6.084177304214071214e-01,3.775188009149419432e-01
-8.612773982496690905e-01,4.029688625327250695e-01
-7.984439972451466971e-01,3.940861756053560261e-01
-9.635563486969005442e-01,4.210466760894005511e-01
-8.111140784881432086e-01,3.957411363928985959e-01
3.660135468327136987e-01,5.357098849923809247e-01
-8.576227030795420259e-01,4.024058566624111322e-01
-3.620487394124773939e-01,3.790779750637900403e-01
6.897506219389091253e-01,6.783228305151475235e-01
-9.534561285283482679e-01,4.190619558214110363e-01
6.289369651778715653e-01,6.481068581453620636e-01
-4.362904504532001404e-01,3.758697657221692356e-01
-7.636703447566874914e-01,3.898975822937379987e-01
3.934743307283012914e-01,5.460635099293683625e-01
2.578856935597679811e-01,4.980837266791222073e-01
7.549440270541059039e-01,7.124752523654521719e-01
4.701420876077715416e-01,5.766805007459926413e-01
6.069618607696971591e-01,6.375781202568666650e-01
-4.359308548573870290e-01,3.758796118627082961e-01
-6.451209124405543616e-01,3.795128741201955758e-01
5.012295032817166707e-01,5.898129681946614467e-01
6.136694785345280234e-01,6.407699373041503277e-01
9.810102840013465997e-01,8.450124559966606386e-01
-1.747646461771470427e-01,3.976667218663449410e-01
-2.559638284144336584e-01,3.877614970804585948e-01
5.528259214839936764e-01,6.125233759175615633e-01
-3.183929194939643104e-01,3.820673853621269767e-01
8.615146512071294449e-01,7.722261740253583140e-01
7.168255036860236018e-01,6.922852085187312099e-01
-1.420119452499633006e-01,4.024618815736533128e-01
5.017421355829947416e-01,5.900329941862241245e-01
5.090857481693646935e-01,5.931972958196842782e-01
-7.937522623281347833e-01,3.934907982049065667e-01
8.051058133591333377e-01,7.399931108708154293e-01
1.050474489571429082e-02,4.308460916916511119e-01
6.529149322154832458e-01,6.598313230554498920e-01
-3.599007979387764955e-01,3.792059542324696664e-01
7.910464569924009481e-01,7.321716330241353488e-01
-2.215966425316737709e-01,3.916089491677793299e-01
-9.783246970394032793e-01,4.240273962423937171e-01
8.107639528385273131e-01,7.431647442987603380e-01
-8.174266464277328836e-01,3.965913591133622407e-01
-3.613727248191702657e-01,3.791180403051561121e-01
9.001239341016098461e-01,7.950743637523220997e-01
9.012142938751122045e-01,7.957288922914135254e-01
1.468757762465722205e-01,4.646674864059869292e-01
2.636744243395985343e-01,4.999711342265180103e-01
-1.031089560433604557e-01,4.087548215942124474e-01
-4.135784566038709364e-01,3.766004321063505800e-01
-3.426709092601680773e-01,3.803040948842191238e-01
3.450369121540768358e-01,5.280187249077636924e-01
5.047490588753600349e-01,5.913258581380547163e-01
5.831580874516970603e-01,6.264067376597182157e-01
5.792362855891077800e-01,6.245894914568945744e-01
-8.175877939026192642e-01,3.966132871791284153e-01
-1.115939059483705975e-02,4.262068160150596086e-01
-8.848824799667114327e-01,4.067431121539984984e-01
9.905776464747106935e-02,4.519007582966624859e-01
-1.169389972532459687e-01,4.064433711054318832e-01
7.754083655165995292e-01,7.235713926063696011e-01
-2.981699748958426266e-01,3.837290055071882477e-01
-7.658659671447882733e-01,3.901467241041072787e-01
-7.140166358943282887e-01,3.848149543798983774e-01
5.230212634349444834e-01,5.992655368800064997e-01
2.364361266325221145e-01,4.912153218448955250e-01
-7.977546477544195103e-01,3.939981064841482916e-01
-8.317863877700051312e-01,3.985890443806003880e-01
4.019382629182399747e-01,5.493198493105654334e-01
-8.544739872716129447e-01,4.019253873540505340e-01
6.437201185807124304e-01,6.553062234956312793e-01
4.124844543129924102e-01,5.534202598634743175e-01
-8.373024387162004700e-01,3.993799146779777876e-01
-8.303245718296161648e-01,3.983816405902327329e-01
9.732791570023509031e-01,8.401181730980482598e-01
-2.514584084877593551e-01,3.882370548667366528e-01
-2.587157058662181708e-01,3.874753094133508990e-01
6.255991345150051508e-01,6.464943024901990132e-01
8.944971547677174062e-01,7.917047817118413322e-01
9.720021276457417869e-01,8.393121993843409845e-01
5.067563705178832478e-01,5.921910834810731883e-01
-2.474808289381684734e-01,3.886641282329474367e-01
-8.329985666026624713e-01,3.987617240055917334e-01
5.542938318548735754e-01,6.131861751186927778e-01
1.168084994716100944e-01,4.565255839329470655e-01
-1.515559815060474325e-01,4.010171215766173414e-01
8.127087701894719629e-01,7.442580675712191507e-01
-7.776050353876973187e-01,3.915138333584153862e-01
-1.474979141828169915e-02,4.254573781989860470e-01
-9.772927104651618624e-01,4.238160710278245369e-01
-6.267871601174745955e-02,4.159821225919573262e-01
-8.873934486363252994e-01,4.071586465813597511e-01
-7.623641674638561572e-01,3.897503477933577098e-01
-7.649475064457902374e-01,3.900422531082519129e-01
2.984206042321271291e-01,5.116018845562275708e-01
4.920897585308465771e-01,5.859090190675272369e-01
1.667375301943192500e-01,4.702583430363472816e-01
9.243450969490838443e-01,8.097340618291919423e-01
-2.502588409525918767e-01,3.883651385405020862e-01
-4.285758274362785336e-01,3.760931598056598268e-01
7.371982563789205578e-01,7.029984697686518791e-01
-5.528083229610947225e-01,3.755975826372778825e-01
9.264450788812226278e-01,8.110169063709552484e-01
-9.756910506203673172e-01,4.234889947800661858e-01
9.397576534152780603e-01,8.191933072645432024e-01
-9.136801760988477739e-01,4.116709903065372544e-01
7.822862273961421753e-01,7.273409933506781444e-01
5.540221817259971537e-02,4.411010622752237764e-01
9.859295922386006605e-01,8.481400185193659347e-01
-8.524068705292022763e-01,4.016122719420398557e-01
1.077085688026415689e-01,4.541377938420332883e-01
9.386050712381979189e-01,8.184824037840559008e-01
4.619568834029763593e-02,4.389277992774711090e-01
2.587972762705250673e-01,4.983799942447645348e-01
3.914973779692343392e-01,5.453073374841471699e-01
-9.091787046445354292e-02,4.108603261511438176e-01
2.551161601681268820e-01,4.971858032886549705e-01
1.686286238462004761e-01,4.707994792770994752e-01
8.023160209819779620e-01,7.384343611084998038e-01
-9.091072393170842592e-01,4.108647285560670381e-01
-4.380736208155393552e-01,3.758217592369066939e-01
9.008229681531174649e-01,7.954939260225665221e-01
7.805275677818326319e-01,7.263751825391263628e-01
-8.868649442857412524e-02,4.112525999711690861e-01
2.402651956030734670e-01,4.924269771045549637e-01
-4.452376340377346420e-01,3.756426250126682631e-01
-6.237576805524773782e-01,3.782819921776562899e-01
-7.260319012003568773e-02,4.141431499490508261e-01
-2.932955439478943660e-01,3.841557283182422400e-01
1.673122237017441449e-01,4.704226294075214976e-01
-8.445307260700303242e-01,4.004360188299305734e-01
9.487896153323329695e-01,8.247838606060308164e-01
9.724214889592057709e-01,8.395767945318953762e-01
3.963234280394902775e-01,5.471562187826708445e-01
7.219273268824077938e-02,4.451581121445507550e-01
-3.809447674273445106e-01,3.780373175149134291e-01
6.275900394138973493e-01,6.474555636397361091e-01
3.694623451077585496e-01,5.369924506200607350e-01
-6.747661213102174038e-01,3.815449708195323697e-01
8.218543689876849356e-01,7.494212084596781898e-01
6.450744858463379749e-01,6.559704810291976385e-01
8.995998265838480723e-01,7.947599302657580855e-01
4.514390167767199369e-01,5.689791862810825718e-01
2.268303918715797174e-01,4.882033754031845363e-01
-1.635139274187622505e-01,3.992620450802456533e-01
8.654569667080265205e-01,7.745298702710324834e-01
7.321277790008167141e-01,7.003154708111756221e-01
-9.095626597876211861e-01,4.109446226340666697e-01
-9.472660510054959904e-01,4.178671972247252620e-01
-2.470732662439008021e-01,3.887082712818276109e-01
6.211066615636657851e-01,6.443314599862346448e-01
9.745522586298889234e-01,8.409223635922516982e-01
-6.991662177929436339e-01,3.835001104949885553e-01
1.882614307042702606e-01,4.765079564989477268e-01
-2.382182867379569746e-01,3.896849282996594499e-01
9.398287956292064038e-01,8.192372058692253267e-01
6.842378462714173715e-01,6.755184164017640214e-01
6.766574094222757019e-01,6.716834269603588758e-01
-6.261368041005943574e-02,4.159943126923786871e-01
-1.703609953246696396e-01,3.982846871578591408e-01
-4.531858561385875284e-01,3.754696208711736927e-01
-8.872490066981457701e-01,4.071346699690073234e-01
7.294447525101064311e-01,6.989002284588509140e-01
6.258020182601551351e-01,6.465921823539941826e-01
9.994353465722611851e-01,8.567799339750594712e-01
9.932736741478107589e-01,8.528284855506220730e-01
1.108634112052548915e-01,4.549615943891401892e-01
5.379748303610210058e-01,6.058696603849265117e-01
8.895314597648560362e-01,7.887423595020540690e-01
6.992947813548229252e-01,6.832088512681955272e-01
-5.053037965136046861e-01,3.750060279123124118e-01
-9.891172937981296265e-02,4.094725287490912913e-01
-7.416811696970100343e-01,3.875163830970246859e-01
9.081020545174447456e-01,7.998752991291963044e-01
2.123492689017600910e-01,4.837374601939011809e-01
-5.427143889930745591e-01,3.753909683629396699e-01
3.434013688117134588e-01,5.274269719100298515e-01
2.362564809157916557e-01,4.911586297908226983e-01
-2.836745639343190017e-01,3.850278630619300979e-01
-7.728848156007419590e-01,3.909570262683109143e-01
3.431463911855991977e-01,5.273348222077071101e-01
4.061540180758660412e-02,4.376282170010525885e-01
5.446367834712786404e-01,6.088427162959755279e-01
4.032700222398677425e-02,4.375614148569343942e-01
7.043630006370802388e-01,6.858193365650470108e-01
1.038136775489710839e-01,4.531266336846885845e-01
1.218759430707725411e-01,4.578706475507492435e-01
7.533072053166900428e-01,7.115954894782997586e-01
-1.930342675752059201e-01,3.951917059035193747e-01
-7.319695430987185336e-01,3.865306861983061060e-01
-9.424346473733220542e-01,4.169460893992191219e-01
5.102745113472380023e-01,5.937116974881215814e-01
2.406191027069293220e-01,4.925392832773751728e-01
4.081595361984471371e-01,5.517329449688954668e-01
-5.740716769821785359e-01,3.761757028566326544e-01
-7.272570488264604727e-01,3.860669499088527079e-01
-9.709106686642361428e-01,4.225193266846710705e-01
-2.988248823868060455e-01,3.836724488457177173e-01
1.798353737092661664e-01,4.740377432885181097e-01
-2.155119098005353617e-01,3.923428871711440169e-01
-1.250501559525418749e-01,4.051258683324028831e-01
8.083173889874968321e-01,7.417916550700847100e-01
-3.034890659533993063e-01,3.832749743999716574e-01
2.797897831962159465e-02,4.347346717601640043e-01
